tokenizer,n,digits,tokens
GPT-2,4227,4,2
GPT-2,4228,4,2
GPT-2,4229,4,2
GPT-2,4230,4,2
GPT-2,4231,4,2
GPT-2,4232,4,2
GPT-2,4233,4,2
GPT-2,4234,4,2
GPT-2,4235,4,2
GPT-2,4236,4,2
GPT-2,4237,4,2
GPT-2,4238,4,2
GPT-2,4239,4,2
GPT-2,4240,4,2
GPT-2,4241,4,2
GPT-2,4242,4,2
GPT-2,4243,4,2
GPT-2,4244,4,2
GPT-2,4245,4,2
GPT-2,4246,4,2
GPT-2,4247,4,2
GPT-2,4248,4,2
GPT-2,4249,4,2
GPT-2,4250,4,2
GPT-2,4251,4,2
GPT-2,4252,4,2
GPT-2,4253,4,2
GPT-2,4254,4,2
GPT-2,4255,4,2
GPT-2,4256,4,2
GPT-2,4257,4,2
GPT-2,4258,4,2
GPT-2,4259,4,2
GPT-2,4260,4,2
GPT-2,4261,4,2
GPT-2,4262,4,2
GPT-2,4263,4,2
GPT-2,4264,4,2
GPT-2,4265,4,2
GPT-2,4266,4,2
GPT-2,4267,4,2
GPT-2,4268,4,2
GPT-2,4269,4,2
GPT-2,4270,4,2
GPT-2,4271,4,2
GPT-2,4272,4,2
GPT-2,4273,4,2
GPT-2,4274,4,2
GPT-2,4275,4,2
GPT-2,4276,4,2
GPT-2,4277,4,2
GPT-2,4278,4,2
GPT-2,4279,4,2
GPT-2,4280,4,2
GPT-2,4281,4,2
GPT-2,4282,4,2
GPT-2,4283,4,2
GPT-2,4284,4,2
GPT-2,4285,4,2
GPT-2,4286,4,2
GPT-2,4287,4,2
GPT-2,4288,4,2
GPT-2,4289,4,2
GPT-2,4290,4,2
GPT-2,4291,4,2
GPT-2,4292,4,2
GPT-2,4293,4,2
GPT-2,4294,4,2
GPT-2,4295,4,2
GPT-2,4296,4,2
GPT-2,4297,4,2
GPT-2,4298,4,2
GPT-2,4299,4,2
GPT-2,4300,4,2
GPT-2,4301,4,2
GPT-2,4302,4,2
GPT-2,4303,4,2
GPT-2,4304,4,2
GPT-2,4305,4,2
GPT-2,4306,4,2
GPT-2,4307,4,2
GPT-2,4308,4,2
GPT-2,4309,4,2
GPT-2,4310,4,2
GPT-2,4311,4,2
GPT-2,4312,4,2
GPT-2,4313,4,2
GPT-2,4314,4,2
GPT-2,4315,4,2
GPT-2,4316,4,2
GPT-2,4317,4,2
GPT-2,4318,4,2
GPT-2,4319,4,2
GPT-2,4320,4,2
GPT-2,4321,4,2
GPT-2,4322,4,2
GPT-2,4323,4,2
GPT-2,4324,4,2
GPT-2,4325,4,2
GPT-2,4326,4,2
GPT-2,4327,4,2
GPT-2,4328,4,2
GPT-2,4329,4,2
GPT-2,4330,4,2
GPT-2,4331,4,2
GPT-2,4332,4,2
GPT-2,4333,4,2
GPT-2,4334,4,2
GPT-2,4335,4,2
GPT-2,4336,4,2
GPT-2,4337,4,2
GPT-2,4338,4,2
GPT-2,4339,4,2
GPT-2,4340,4,2
GPT-2,4341,4,2
GPT-2,4342,4,2
GPT-2,4343,4,2
GPT-2,4344,4,2
GPT-2,4345,4,2
GPT-2,4346,4,2
GPT-2,4347,4,2
GPT-2,4348,4,2
GPT-2,4349,4,2
GPT-2,4350,4,2
GPT-2,4351,4,2
GPT-2,4352,4,2
GPT-2,4353,4,2
GPT-2,4354,4,2
GPT-2,4355,4,2
GPT-2,4356,4,2
GPT-2,4357,4,2
GPT-2,4358,4,2
GPT-2,4359,4,2
GPT-2,4360,4,2
GPT-2,4361,4,2
GPT-2,4362,4,2
GPT-2,4363,4,2
GPT-2,4364,4,2
GPT-2,4365,4,2
GPT-2,4366,4,2
GPT-2,4367,4,2
GPT-2,4368,4,2
GPT-2,4369,4,2
GPT-2,4370,4,2
GPT-2,4371,4,2
GPT-2,4372,4,2
GPT-2,4373,4,2
GPT-2,4374,4,2
GPT-2,4375,4,2
GPT-2,4376,4,2
GPT-2,4377,4,2
GPT-2,4378,4,2
GPT-2,4379,4,2
GPT-2,4380,4,2
GPT-2,4381,4,2
GPT-2,4382,4,2
GPT-2,4383,4,2
GPT-2,4384,4,2
GPT-2,4385,4,2
GPT-2,4386,4,2
GPT-2,4387,4,2
GPT-2,4388,4,2
GPT-2,4389,4,2
GPT-2,4390,4,2
GPT-2,4391,4,2
GPT-2,4392,4,2
GPT-2,4393,4,2
GPT-2,4394,4,2
GPT-2,4395,4,2
GPT-2,4396,4,2
GPT-2,4397,4,2
GPT-2,4398,4,2
GPT-2,4399,4,2
GPT-2,4400,4,2
GPT-2,4401,4,2
GPT-2,4402,4,2
GPT-2,4403,4,2
GPT-2,4404,4,2
GPT-2,4405,4,2
GPT-2,4406,4,2
GPT-2,4407,4,2
GPT-2,4408,4,2
GPT-2,4409,4,2
GPT-2,4410,4,2
GPT-2,4411,4,2
GPT-2,4412,4,2
GPT-2,4413,4,2
GPT-2,4414,4,2
GPT-2,4415,4,2
GPT-2,4416,4,2
GPT-2,4417,4,2
GPT-2,4418,4,2
GPT-2,4419,4,2
GPT-2,4420,4,2
GPT-2,4421,4,2
GPT-2,4422,4,2
GPT-2,4423,4,2
GPT-2,4424,4,2
GPT-2,4425,4,2
GPT-2,4426,4,2
GPT-2,4427,4,2
GPT-2,4428,4,2
GPT-2,4429,4,2
GPT-2,4430,4,2
GPT-2,4431,4,2
GPT-2,4432,4,2
GPT-2,4433,4,2
GPT-2,4434,4,2
GPT-2,4435,4,2
GPT-2,4436,4,2
GPT-2,4437,4,2
GPT-2,4438,4,2
GPT-2,4439,4,2
GPT-2,4440,4,2
GPT-2,4441,4,2
GPT-2,4442,4,2
GPT-2,4443,4,2
GPT-2,4444,4,2
GPT-2,4445,4,2
GPT-2,4446,4,2
GPT-2,4447,4,2
GPT-2,4448,4,2
GPT-2,4449,4,2
GPT-2,4450,4,2
GPT-2,4451,4,2
GPT-2,4452,4,2
GPT-2,4453,4,2
GPT-2,4454,4,2
GPT-2,4455,4,2
GPT-2,4456,4,2
GPT-2,4457,4,2
GPT-2,4458,4,2
GPT-2,4459,4,2
GPT-2,4460,4,2
GPT-2,4461,4,2
GPT-2,4462,4,2
GPT-2,4463,4,2
GPT-2,4464,4,2
GPT-2,4465,4,2
GPT-2,4466,4,2
GPT-2,4467,4,2
GPT-2,4468,4,2
GPT-2,4469,4,2
GPT-2,4470,4,2
GPT-2,4471,4,2
GPT-2,4472,4,2
GPT-2,4473,4,2
GPT-2,4474,4,2
GPT-2,4475,4,2
GPT-2,4476,4,2
GPT-2,4477,4,2
GPT-2,4478,4,2
GPT-2,4479,4,2
GPT-2,4480,4,2
GPT-2,4481,4,2
GPT-2,4482,4,2
GPT-2,4483,4,2
GPT-2,4484,4,2
GPT-2,4485,4,2
GPT-2,4486,4,2
GPT-2,4487,4,2
GPT-2,4488,4,2
GPT-2,4489,4,2
GPT-2,4490,4,2
GPT-2,4491,4,2
GPT-2,4492,4,2
GPT-2,4493,4,2
GPT-2,4494,4,2
GPT-2,4495,4,2
GPT-2,4496,4,2
GPT-2,4497,4,2
GPT-2,4498,4,2
GPT-2,4499,4,2
GPT-2,4500,4,2
GPT-2,4501,4,2
GPT-2,4502,4,2
GPT-2,4503,4,2
GPT-2,4504,4,2
GPT-2,4505,4,2
GPT-2,4506,4,2
GPT-2,4507,4,2
GPT-2,4508,4,2
GPT-2,4509,4,2
GPT-2,4510,4,2
GPT-2,4511,4,2
GPT-2,4512,4,2
GPT-2,4513,4,2
GPT-2,4514,4,2
GPT-2,4515,4,2
GPT-2,4516,4,2
GPT-2,4517,4,2
GPT-2,4518,4,2
GPT-2,4519,4,2
GPT-2,4520,4,2
GPT-2,4521,4,2
GPT-2,4522,4,2
GPT-2,4523,4,2
GPT-2,4524,4,2
GPT-2,4525,4,2
GPT-2,4526,4,2
GPT-2,4527,4,2
GPT-2,4528,4,2
GPT-2,4529,4,2
GPT-2,4530,4,2
GPT-2,4531,4,2
GPT-2,4532,4,2
GPT-2,4533,4,2
GPT-2,4534,4,2
GPT-2,4535,4,2
GPT-2,4536,4,2
GPT-2,4537,4,2
GPT-2,4538,4,2
GPT-2,4539,4,2
GPT-2,4540,4,2
GPT-2,4541,4,2
GPT-2,4542,4,2
GPT-2,4543,4,2
GPT-2,4544,4,2
GPT-2,4545,4,2
GPT-2,4546,4,2
GPT-2,4547,4,2
GPT-2,4548,4,2
GPT-2,4549,4,2
GPT-2,4550,4,2
GPT-2,4551,4,2
GPT-2,4552,4,2
GPT-2,4553,4,2
GPT-2,4554,4,2
GPT-2,4555,4,2
GPT-2,4556,4,2
GPT-2,4557,4,2
GPT-2,4558,4,2
GPT-2,4559,4,2
GPT-2,4560,4,2
GPT-2,4561,4,2
GPT-2,4562,4,2
GPT-2,4563,4,2
GPT-2,4564,4,2
GPT-2,4565,4,2
GPT-2,4566,4,2
GPT-2,4567,4,2
GPT-2,4568,4,2
GPT-2,4569,4,2
GPT-2,4570,4,2
GPT-2,4571,4,2
GPT-2,4572,4,2
GPT-2,4573,4,2
GPT-2,4574,4,2
GPT-2,4575,4,2
GPT-2,4576,4,2
GPT-2,4577,4,2
GPT-2,4578,4,2
GPT-2,4579,4,2
GPT-2,4580,4,2
GPT-2,4581,4,2
GPT-2,4582,4,2
GPT-2,4583,4,2
GPT-2,4584,4,2
GPT-2,4585,4,2
GPT-2,4586,4,2
GPT-2,4587,4,2
GPT-2,4588,4,2
GPT-2,4589,4,2
GPT-2,4590,4,2
GPT-2,4591,4,2
GPT-2,4592,4,2
GPT-2,4593,4,2
GPT-2,4594,4,2
GPT-2,4595,4,2
GPT-2,4596,4,2
GPT-2,4597,4,2
GPT-2,4598,4,2
GPT-2,4599,4,2
GPT-2,4600,4,2
GPT-2,4601,4,2
GPT-2,4602,4,2
GPT-2,4603,4,2
GPT-2,4604,4,2
GPT-2,4605,4,2
GPT-2,4606,4,2
GPT-2,4607,4,2
GPT-2,4608,4,2
GPT-2,4609,4,2
GPT-2,4610,4,2
GPT-2,4611,4,2
GPT-2,4612,4,2
GPT-2,4613,4,2
GPT-2,4614,4,2
GPT-2,4615,4,2
GPT-2,4616,4,2
GPT-2,4617,4,2
GPT-2,4618,4,2
GPT-2,4619,4,2
GPT-2,4620,4,2
GPT-2,4621,4,2
GPT-2,4622,4,2
GPT-2,4623,4,2
GPT-2,4624,4,2
GPT-2,4625,4,2
GPT-2,4626,4,2
GPT-2,4627,4,2
GPT-2,4628,4,2
GPT-2,4629,4,2
GPT-2,4630,4,2
GPT-2,4631,4,2
GPT-2,4632,4,2
GPT-2,4633,4,2
GPT-2,4634,4,2
GPT-2,4635,4,2
GPT-2,4636,4,2
GPT-2,4637,4,2
GPT-2,4638,4,2
GPT-2,4639,4,2
GPT-2,4640,4,2
GPT-2,4641,4,2
GPT-2,4642,4,2
GPT-2,4643,4,2
GPT-2,4644,4,2
GPT-2,4645,4,2
GPT-2,4646,4,2
GPT-2,4647,4,2
GPT-2,4648,4,2
GPT-2,4649,4,2
GPT-2,4650,4,2
GPT-2,4651,4,2
GPT-2,4652,4,2
GPT-2,4653,4,2
GPT-2,4654,4,2
GPT-2,4655,4,2
GPT-2,4656,4,2
GPT-2,4657,4,2
GPT-2,4658,4,2
GPT-2,4659,4,2
GPT-2,4660,4,2
GPT-2,4661,4,2
GPT-2,4662,4,2
GPT-2,4663,4,2
GPT-2,4664,4,2
GPT-2,4665,4,2
GPT-2,4666,4,2
GPT-2,4667,4,2
GPT-2,4668,4,2
GPT-2,4669,4,2
GPT-2,4670,4,2
GPT-2,4671,4,2
GPT-2,4672,4,2
GPT-2,4673,4,2
GPT-2,4674,4,2
GPT-2,4675,4,2
GPT-2,4676,4,2
GPT-2,4677,4,2
GPT-2,4678,4,2
GPT-2,4679,4,2
GPT-2,4680,4,2
GPT-2,4681,4,2
GPT-2,4682,4,2
GPT-2,4683,4,2
GPT-2,4684,4,2
GPT-2,4685,4,2
GPT-2,4686,4,2
GPT-2,4687,4,2
GPT-2,4688,4,2
GPT-2,4689,4,2
GPT-2,4690,4,2
GPT-2,4691,4,2
GPT-2,4692,4,2
GPT-2,4693,4,2
GPT-2,4694,4,2
GPT-2,4695,4,2
GPT-2,4696,4,2
GPT-2,4697,4,2
GPT-2,4698,4,2
GPT-2,4699,4,2
GPT-2,4700,4,2
GPT-2,4701,4,2
GPT-2,4702,4,2
GPT-2,4703,4,2
GPT-2,4704,4,2
GPT-2,4705,4,2
GPT-2,4706,4,2
GPT-2,4707,4,2
GPT-2,4708,4,2
GPT-2,4709,4,2
GPT-2,4710,4,2
GPT-2,4711,4,2
GPT-2,4712,4,2
GPT-2,4713,4,2
GPT-2,4714,4,2
GPT-2,4715,4,2
GPT-2,4716,4,2
GPT-2,4717,4,2
GPT-2,4718,4,2
GPT-2,4719,4,2
GPT-2,4720,4,2
GPT-2,4721,4,2
GPT-2,4722,4,2
GPT-2,4723,4,2
GPT-2,4724,4,2
GPT-2,4725,4,2
GPT-2,4726,4,2
GPT-2,4727,4,2
GPT-2,4728,4,2
GPT-2,4729,4,2
GPT-2,4730,4,2
GPT-2,4731,4,2
GPT-2,4732,4,2
GPT-2,4733,4,2
GPT-2,4734,4,2
GPT-2,4735,4,2
GPT-2,4736,4,2
GPT-2,4737,4,2
GPT-2,4738,4,2
GPT-2,4739,4,2
GPT-2,4740,4,2
GPT-2,4741,4,2
GPT-2,4742,4,2
GPT-2,4743,4,2
GPT-2,4744,4,2
GPT-2,4745,4,2
GPT-2,4746,4,2
GPT-2,4747,4,2
GPT-2,4748,4,2
GPT-2,4749,4,2
GPT-2,4750,4,2
GPT-2,4751,4,2
GPT-2,4752,4,2
GPT-2,4753,4,2
GPT-2,4754,4,2
GPT-2,4755,4,2
GPT-2,4756,4,2
GPT-2,4757,4,2
GPT-2,4758,4,2
GPT-2,4759,4,2
GPT-2,4760,4,2
GPT-2,4761,4,2
GPT-2,4762,4,2
GPT-2,4763,4,2
GPT-2,4764,4,2
GPT-2,4765,4,2
GPT-2,4766,4,2
GPT-2,4767,4,2
GPT-2,4768,4,2
GPT-2,4769,4,2
GPT-2,4770,4,2
GPT-2,4771,4,2
GPT-2,4772,4,2
GPT-2,4773,4,2
GPT-2,4774,4,2
GPT-2,4775,4,2
GPT-2,4776,4,2
GPT-2,4777,4,2
GPT-2,4778,4,2
GPT-2,4779,4,2
GPT-2,4780,4,2
GPT-2,4781,4,2
GPT-2,4782,4,2
GPT-2,4783,4,2
GPT-2,4784,4,2
GPT-2,4785,4,2
GPT-2,4786,4,2
GPT-2,4787,4,2
GPT-2,4788,4,2
GPT-2,4789,4,2
GPT-2,4790,4,2
GPT-2,4791,4,2
GPT-2,4792,4,2
GPT-2,4793,4,2
GPT-2,4794,4,2
GPT-2,4795,4,2
GPT-2,4796,4,2
GPT-2,4797,4,2
GPT-2,4798,4,2
GPT-2,4799,4,2
GPT-2,4800,4,2
GPT-2,4801,4,2
GPT-2,4802,4,2
GPT-2,4803,4,2
GPT-2,4804,4,2
GPT-2,4805,4,2
GPT-2,4806,4,2
GPT-2,4807,4,2
GPT-2,4808,4,2
GPT-2,4809,4,2
GPT-2,4810,4,2
GPT-2,4811,4,2
GPT-2,4812,4,2
GPT-2,4813,4,2
GPT-2,4814,4,2
GPT-2,4815,4,2
GPT-2,4816,4,2
GPT-2,4817,4,2
GPT-2,4818,4,2
GPT-2,4819,4,2
GPT-2,4820,4,2
GPT-2,4821,4,2
GPT-2,4822,4,2
GPT-2,4823,4,2
GPT-2,4824,4,2
GPT-2,4825,4,2
GPT-2,4826,4,2
GPT-2,4827,4,2
GPT-2,4828,4,2
GPT-2,4829,4,2
GPT-2,4830,4,2
GPT-2,4831,4,2
GPT-2,4832,4,2
GPT-2,4833,4,2
GPT-2,4834,4,2
GPT-2,4835,4,2
GPT-2,4836,4,2
GPT-2,4837,4,2
GPT-2,4838,4,2
GPT-2,4839,4,2
GPT-2,4840,4,2
GPT-2,4841,4,2
GPT-2,4842,4,2
GPT-2,4843,4,2
GPT-2,4844,4,2
GPT-2,4845,4,2
GPT-2,4846,4,2
GPT-2,4847,4,2
GPT-2,4848,4,2
GPT-2,4849,4,2
GPT-2,4850,4,2
GPT-2,4851,4,2
GPT-2,4852,4,2
GPT-2,4853,4,2
GPT-2,4854,4,2
GPT-2,4855,4,2
GPT-2,4856,4,2
GPT-2,4857,4,2
GPT-2,4858,4,2
GPT-2,4859,4,2
GPT-2,4860,4,2
GPT-2,4861,4,2
GPT-2,4862,4,2
GPT-2,4863,4,2
GPT-2,4864,4,2
GPT-2,4865,4,2
GPT-2,4866,4,2
GPT-2,4867,4,2
GPT-2,4868,4,2
GPT-2,4869,4,2
GPT-2,4870,4,2
GPT-2,4871,4,2
GPT-2,4872,4,2
GPT-2,4873,4,2
GPT-2,4874,4,2
GPT-2,4875,4,2
GPT-2,4876,4,2
GPT-2,4877,4,2
GPT-2,4878,4,2
GPT-2,4879,4,2
GPT-2,4880,4,2
GPT-2,4881,4,2
GPT-2,4882,4,2
GPT-2,4883,4,2
GPT-2,4884,4,2
GPT-2,4885,4,2
GPT-2,4886,4,2
GPT-2,4887,4,2
GPT-2,4888,4,2
GPT-2,4889,4,2
GPT-2,4890,4,2
GPT-2,4891,4,2
GPT-2,4892,4,2
GPT-2,4893,4,2
GPT-2,4894,4,2
GPT-2,4895,4,2
GPT-2,4896,4,2
GPT-2,4897,4,2
GPT-2,4898,4,2
GPT-2,4899,4,2
GPT-2,4900,4,2
GPT-2,4901,4,2
GPT-2,4902,4,2
GPT-2,4903,4,2
GPT-2,4904,4,2
GPT-2,4905,4,2
GPT-2,4906,4,2
GPT-2,4907,4,2
GPT-2,4908,4,2
GPT-2,4909,4,2
GPT-2,4910,4,2
GPT-2,4911,4,2
GPT-2,4912,4,2
GPT-2,4913,4,2
GPT-2,4914,4,2
GPT-2,4915,4,2
GPT-2,4916,4,2
GPT-2,4917,4,2
GPT-2,4918,4,2
GPT-2,4919,4,2
GPT-2,4920,4,2
GPT-2,4921,4,2
GPT-2,4922,4,2
GPT-2,4923,4,2
GPT-2,4924,4,2
GPT-2,4925,4,2
GPT-2,4926,4,2
GPT-2,4927,4,2
GPT-2,4928,4,2
GPT-2,4929,4,2
GPT-2,4930,4,2
GPT-2,4931,4,2
GPT-2,4932,4,2
GPT-2,4933,4,2
GPT-2,4934,4,2
GPT-2,4935,4,2
GPT-2,4936,4,2
GPT-2,4937,4,2
GPT-2,4938,4,2
GPT-2,4939,4,2
GPT-2,4940,4,2
GPT-2,4941,4,2
GPT-2,4942,4,2
GPT-2,4943,4,2
GPT-2,4944,4,2
GPT-2,4945,4,2
GPT-2,4946,4,2
GPT-2,4947,4,2
GPT-2,4948,4,2
GPT-2,4949,4,2
GPT-2,4950,4,2
GPT-2,4951,4,2
GPT-2,4952,4,2
GPT-2,4953,4,2
GPT-2,4954,4,2
GPT-2,4955,4,2
GPT-2,4956,4,2
GPT-2,4957,4,2
GPT-2,4958,4,2
GPT-2,4959,4,2
GPT-2,4960,4,2
GPT-2,4961,4,2
GPT-2,4962,4,2
GPT-2,4963,4,2
GPT-2,4964,4,2
GPT-2,4965,4,2
GPT-2,4966,4,2
GPT-2,4967,4,2
GPT-2,4968,4,2
GPT-2,4969,4,2
GPT-2,4970,4,2
GPT-2,4971,4,2
GPT-2,4972,4,2
GPT-2,4973,4,2
GPT-2,4974,4,2
GPT-2,4975,4,2
GPT-2,4976,4,2
GPT-2,4977,4,2
GPT-2,4978,4,2
GPT-2,4979,4,2
GPT-2,4980,4,2
GPT-2,4981,4,2
GPT-2,4982,4,2
GPT-2,4983,4,2
GPT-2,4984,4,2
GPT-2,4985,4,2
GPT-2,4986,4,2
GPT-2,4987,4,2
GPT-2,4988,4,2
GPT-2,4989,4,2
GPT-2,4990,4,2
GPT-2,4991,4,2
GPT-2,4992,4,2
GPT-2,4993,4,2
GPT-2,4994,4,2
GPT-2,4995,4,2
GPT-2,4996,4,2
GPT-2,4997,4,2
GPT-2,4998,4,2
GPT-2,4999,4,2
GPT-2,5000,4,1
GPT-2,5001,4,2
GPT-2,5002,4,2
GPT-2,5003,4,2
GPT-2,5004,4,2
GPT-2,5005,4,2
GPT-2,5006,4,2
GPT-2,5007,4,2
GPT-2,5008,4,2
GPT-2,5009,4,2
GPT-2,5010,4,2
GPT-2,5011,4,2
GPT-2,5012,4,2
GPT-2,5013,4,2
GPT-2,5014,4,2
GPT-2,5015,4,2
GPT-2,5016,4,2
GPT-2,5017,4,2
GPT-2,5018,4,2
GPT-2,5019,4,2
GPT-2,5020,4,2
GPT-2,5021,4,2
GPT-2,5022,4,2
GPT-2,5023,4,2
GPT-2,5024,4,2
GPT-2,5025,4,2
GPT-2,5026,4,2
GPT-2,5027,4,2
GPT-2,5028,4,2
GPT-2,5029,4,2
GPT-2,5030,4,2
GPT-2,5031,4,2
GPT-2,5032,4,2
GPT-2,5033,4,2
GPT-2,5034,4,2
GPT-2,5035,4,2
GPT-2,5036,4,2
GPT-2,5037,4,2
GPT-2,5038,4,2
GPT-2,5039,4,2
GPT-2,5040,4,2
GPT-2,5041,4,2
GPT-2,5042,4,2
GPT-2,5043,4,2
GPT-2,5044,4,2
GPT-2,5045,4,2
GPT-2,5046,4,2
GPT-2,5047,4,2
GPT-2,5048,4,2
GPT-2,5049,4,2
GPT-2,5050,4,2
GPT-2,5051,4,2
GPT-2,5052,4,2
GPT-2,5053,4,2
GPT-2,5054,4,2
GPT-2,5055,4,2
GPT-2,5056,4,2
GPT-2,5057,4,2
GPT-2,5058,4,2
GPT-2,5059,4,2
GPT-2,5060,4,2
GPT-2,5061,4,2
GPT-2,5062,4,2
GPT-2,5063,4,2
GPT-2,5064,4,2
GPT-2,5065,4,2
GPT-2,5066,4,2
GPT-2,5067,4,2
GPT-2,5068,4,2
GPT-2,5069,4,2
GPT-2,5070,4,2
GPT-2,5071,4,2
GPT-2,5072,4,2
GPT-2,5073,4,2
GPT-2,5074,4,2
GPT-2,5075,4,2
GPT-2,5076,4,2
GPT-2,5077,4,2
GPT-2,5078,4,2
GPT-2,5079,4,2
GPT-2,5080,4,2
GPT-2,5081,4,2
GPT-2,5082,4,2
GPT-2,5083,4,2
GPT-2,5084,4,2
GPT-2,5085,4,2
GPT-2,5086,4,2
GPT-2,5087,4,2
GPT-2,5088,4,2
GPT-2,5089,4,2
GPT-2,5090,4,2
GPT-2,5091,4,2
GPT-2,5092,4,2
GPT-2,5093,4,2
GPT-2,5094,4,2
GPT-2,5095,4,2
GPT-2,5096,4,2
GPT-2,5097,4,2
GPT-2,5098,4,2
GPT-2,5099,4,2
GPT-2,5100,4,2
GPT-2,5101,4,2
GPT-2,5102,4,2
GPT-2,5103,4,2
GPT-2,5104,4,2
GPT-2,5105,4,2
GPT-2,5106,4,2
GPT-2,5107,4,2
GPT-2,5108,4,2
GPT-2,5109,4,2
GPT-2,5110,4,2
GPT-2,5111,4,2
GPT-2,5112,4,2
GPT-2,5113,4,2
GPT-2,5114,4,2
GPT-2,5115,4,2
GPT-2,5116,4,2
GPT-2,5117,4,2
GPT-2,5118,4,2
GPT-2,5119,4,2
GPT-2,5120,4,2
GPT-2,5121,4,2
GPT-2,5122,4,2
GPT-2,5123,4,2
GPT-2,5124,4,2
GPT-2,5125,4,2
GPT-2,5126,4,2
GPT-2,5127,4,2
GPT-2,5128,4,2
GPT-2,5129,4,2
GPT-2,5130,4,2
GPT-2,5131,4,2
GPT-2,5132,4,2
GPT-2,5133,4,2
GPT-2,5134,4,2
GPT-2,5135,4,2
GPT-2,5136,4,2
GPT-2,5137,4,2
GPT-2,5138,4,2
GPT-2,5139,4,2
GPT-2,5140,4,2
GPT-2,5141,4,2
GPT-2,5142,4,2
GPT-2,5143,4,2
GPT-2,5144,4,2
GPT-2,5145,4,2
GPT-2,5146,4,2
GPT-2,5147,4,2
GPT-2,5148,4,2
GPT-2,5149,4,2
GPT-2,5150,4,2
GPT-2,5151,4,2
GPT-2,5152,4,2
GPT-2,5153,4,2
GPT-2,5154,4,2
GPT-2,5155,4,2
GPT-2,5156,4,2
GPT-2,5157,4,2
GPT-2,5158,4,2
GPT-2,5159,4,2
GPT-2,5160,4,2
GPT-2,5161,4,2
GPT-2,5162,4,2
GPT-2,5163,4,2
GPT-2,5164,4,2
GPT-2,5165,4,2
GPT-2,5166,4,2
GPT-2,5167,4,2
GPT-2,5168,4,2
GPT-2,5169,4,2
GPT-2,5170,4,2
GPT-2,5171,4,2
GPT-2,5172,4,2
GPT-2,5173,4,2
GPT-2,5174,4,2
GPT-2,5175,4,2
GPT-2,5176,4,2
GPT-2,5177,4,2
GPT-2,5178,4,2
GPT-2,5179,4,2
GPT-2,5180,4,2
GPT-2,5181,4,2
GPT-2,5182,4,2
GPT-2,5183,4,2
GPT-2,5184,4,2
GPT-2,5185,4,2
GPT-2,5186,4,2
GPT-2,5187,4,2
GPT-2,5188,4,2
GPT-2,5189,4,2
GPT-2,5190,4,2
GPT-2,5191,4,2
GPT-2,5192,4,2
GPT-2,5193,4,2
GPT-2,5194,4,2
GPT-2,5195,4,2
GPT-2,5196,4,2
GPT-2,5197,4,2
GPT-2,5198,4,2
GPT-2,5199,4,2
GPT-2,5200,4,2
GPT-2,5201,4,2
GPT-2,5202,4,2
GPT-2,5203,4,2
GPT-2,5204,4,2
GPT-2,5205,4,2
GPT-2,5206,4,2
GPT-2,5207,4,2
GPT-2,5208,4,2
GPT-2,5209,4,2
GPT-2,5210,4,2
GPT-2,5211,4,2
GPT-2,5212,4,2
GPT-2,5213,4,2
GPT-2,5214,4,2
GPT-2,5215,4,2
GPT-2,5216,4,2
GPT-2,5217,4,2
GPT-2,5218,4,2
GPT-2,5219,4,2
GPT-2,5220,4,2
GPT-2,5221,4,2
GPT-2,5222,4,2
GPT-2,5223,4,2
GPT-2,5224,4,2
GPT-2,5225,4,2
GPT-2,5226,4,2
GPT-2,5227,4,2
GPT-2,5228,4,2
GPT-2,5229,4,2
GPT-2,5230,4,2
GPT-2,5231,4,2
GPT-2,5232,4,2
GPT-2,5233,4,2
GPT-2,5234,4,2
GPT-2,5235,4,2
GPT-2,5236,4,2
GPT-2,5237,4,2
GPT-2,5238,4,2
GPT-2,5239,4,2
GPT-2,5240,4,2
GPT-2,5241,4,2
GPT-2,5242,4,2
GPT-2,5243,4,2
GPT-2,5244,4,2
GPT-2,5245,4,2
GPT-2,5246,4,2
GPT-2,5247,4,2
GPT-2,5248,4,2
GPT-2,5249,4,2
GPT-2,5250,4,2
GPT-2,5251,4,2
GPT-2,5252,4,2
GPT-2,5253,4,2
GPT-2,5254,4,2
GPT-2,5255,4,2
GPT-2,5256,4,2
GPT-2,5257,4,2
GPT-2,5258,4,2
GPT-2,5259,4,2
GPT-2,5260,4,2
GPT-2,5261,4,2
GPT-2,5262,4,2
GPT-2,5263,4,2
GPT-2,5264,4,2
GPT-2,5265,4,2
GPT-2,5266,4,2
GPT-2,5267,4,2
GPT-2,5268,4,2
GPT-2,5269,4,2
GPT-2,5270,4,2
GPT-2,5271,4,2
GPT-2,5272,4,2
GPT-2,5273,4,2
GPT-2,5274,4,2
GPT-2,5275,4,2
GPT-2,5276,4,2
GPT-2,5277,4,2
GPT-2,5278,4,2
GPT-2,5279,4,2
GPT-2,5280,4,2
GPT-2,5281,4,2
GPT-2,5282,4,2
GPT-2,5283,4,2
GPT-2,5284,4,2
GPT-2,5285,4,2
GPT-2,5286,4,2
GPT-2,5287,4,2
GPT-2,5288,4,2
GPT-2,5289,4,2
GPT-2,5290,4,2
GPT-2,5291,4,2
GPT-2,5292,4,2
GPT-2,5293,4,2
GPT-2,5294,4,2
GPT-2,5295,4,2
GPT-2,5296,4,2
GPT-2,5297,4,2
GPT-2,5298,4,2
GPT-2,5299,4,2
GPT-2,5300,4,2
GPT-2,5301,4,2
